,respondent,task,interval,time,company,purpose,detail,description,PQ1,ATT1,PQ2,HQ1,PQ3,HQ2,HQ3,ATT2,PQ4,HQ4,familiarity
495,3,4,10s,175.0,weathery,weather info,thursday,weather for america? also looking at different weather forcasts ,5.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,False
496,3,5,10s,109.0,mega vets,food and toys for animals,dog,logo and different pages were quite big at the top,5.0,6.0,4.0,2.0,5.0,2.0,3.0,3.0,5.0,3.0,False
497,3,6,10s,122.0,tech life,news website about technology and otehr updates,tanks with a windmill,pictures take over main area in the middle and articles in the side,6.0,5.0,3.0,4.0,3.0,6.0,4.0,4.0,3.0,4.0,False
498,4,1,10s,122.0,Whistle,Sustainable fashion,No idea,"Simple sustainable clothing site. 3 major sections - mens, womens and something else. Children I think. Clothes all looked like pajamas. Lots of faded pastel colours. Blonde woman looked like a kid. Man had a beard.",6.0,5.0,7.0,5.0,7.0,5.0,2.0,7.0,7.0,4.0,False
499,4,2,10s,96.0,I-clear,Glasses,No idea,"Three sections, one for glasses, contact lenses and sunglasses respectively. nearest store was prague. Appointment button top right",6.0,5.0,7.0,5.0,7.0,5.0,3.0,6.0,7.0,4.0,False
500,4,3,10s,103.0,Hillsport,Outdoors gear,2020,Snow leopard and people running up a hill. Open 9-5 mon-fri. Backpacks and some other sections along the bottom. New collection. Lots of white and blue,5.0,5.0,6.0,4.0,6.0,5.0,3.0,6.0,6.0,4.0,False
501,4,4,10s,91.0,Weathery,Weather reports,Thursday,It was showing weather in prague. Mostly around 18/19 degrees. Weather was for thursday. Cold and rain notice near the top,2.0,2.0,7.0,3.0,3.0,3.0,1.0,4.0,2.0,1.0,False
502,4,5,10s,110.0,Mega zoo,Animal products,No idea,"There were sections for different animals. Dogs, cats, small animals - I forget most but then there was a word I'd never seen before. Terrasctium? That's wrong but it's something like that. Online to delivery in 60 minutes.",3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,False
503,4,6,10s,112.0,Tech-Live,It's a news site I think,Either coins or a set of buildings for batteries. Can't remember which is bigger,Very text based. Articles that looked focused on tech. Some problem with operators and money. An article on energy storage solutions.,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,5.0,1.0,False
504,7,1,10s,129.0,Whistles,Clothing,Sloth,"This was a page selling clothing for men, women and children. It looked to sell mainly pyjamas. the page was built of mainly neutrul colours and have 4 pain pictures, 2 of children wearing the clothing, 1 women and 1 man. This allowed you to select whether you were looking for men or women or childrens clothing. The company logo with their name in it was a blue circle.",6.0,6.0,6.0,6.0,5.0,4.0,5.0,6.0,6.0,5.0,False
505,7,2,10s,106.0,I-Care,"Sells sunglasses, sports glasses and contact lenses",2,"The page had a main picture with 2 adults and 2 children laying on a beach. Below there was 3 sections, sports glasses, sun glasses and contact lenses with up close pictures of the products. There was a menu at the top allowing to select between sections.",6.0,5.0,6.0,4.0,6.0,4.0,5.0,6.0,6.0,3.0,False
506,7,3,10s,114.0,HillSport,Sports gear,It was a picture of a white lion/tiger and had people walking up a mountain in the background,"It was a sports page, with a large picture in the middle of a white lion/tiger and people walking up a mountain. The top of the page had a generic menu bar allowing to click through different tabs and at the bottom there was some sections for different sports",5.0,5.0,6.0,5.0,6.0,4.0,5.0,6.0,6.0,4.0,False
507,7,4,10s,131.0,Weathery,It provides weather forcast for different days and locations,Not sure,"The page was called Weathery, which was a mostly blue web page. In the middle left hand side there was a map with temepratures in the different locations. At the bottom was the different days of the week and there high and low temperature and also information on things such as rain or cloud. In the top right it said that we were looking at Prague. ",4.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,False
508,7,5,10s,137.0,Mega Zoo,Food for animals,a circle with the number 60,The page was for a company called Mega Zoo. At the top there was a menu bar that allowed you to select different types of animal. There was a large advertisement photo just below this. Then at the bottom of the page there was a few different food pieces being advertised for sale.,4.0,2.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,False
509,7,6,10s,128.0,Tech - something,Provides news articles and also weather,Forgot,"The page was a news page, with lots of different news articles listed on the left hand side. The top of the page had menu bar in which you could navigate through different topics. It said prague with the weather at the top. The middle of the page had the main new story of the day with pictures.",2.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,False
510,8,1,10s,104.0,Whistles,Sustainable clothing,lion,"It offers sustainable clothing for men, women and children with a picture of each of them in different categories.",5.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,False
511,8,2,10s,104.0,I-care,"Sunglasses, sports glasses, contacts",3,It sold different types of eye products that are used for holiday/sports purposes.,4.0,3.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,3.0,False
512,8,3,10s,132.0,Hill sport,Mountain/outdoor sporting equipment,2020,A large picture of a Snow Leopard and a shop offering outdoor equipment such as shoes and backpacks.,5.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,False
513,8,4,10s,109.0,weathery,Provides weather forecasts ,Thursday,"It was showing weather for an area, I think Prague, and different articles on the climate ",7.0,4.0,5.0,5.0,7.0,5.0,3.0,6.0,7.0,4.0,False
514,8,5,10s,108.0,Mega zoo,Pet products and animals,A parrot,There were different animals you can but at the top and it offered 60 minutes pick up time.,2.0,2.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,False
515,8,6,10s,135.0,Tech-live,It is a news website relating to technology and medicine ,Batteries,"There were various pictures and articles about topics such as batteries, cancer and government policy",6.0,5.0,6.0,5.0,6.0,4.0,4.0,6.0,7.0,5.0,False
516,9,1,10s,174.0,Whistles,"Clothes for men, women and children",Hedgehog,"One large picture of a girl in a yellow hedghog t-shirt at the top of the page. Under that, there were three pictures, one of a man in a striped t-shirt, one of a woman and one of a boy, presumably leading to the different sections of the website. There was also a list of the different departments down the left-hand side. ",6.0,6.0,6.0,6.0,5.0,7.0,5.0,6.0,6.0,5.0,True
517,9,2,10s,118.0,I care,"Eyecare - sunglasses, contact lenses, glasses",two,"One large picture of a family on holiday all wearing sunglasses as the main feature. Below that, links to sections on contact lenses and sunglasses and another section I can't remember. ",5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,False
518,9,3,10s,116.0,Hill sport,"Sports wear, specifically for hill/mountain activities ",I don't remember,"One large picture of a big cat (snow leopard?) superimposed on top of a picture of people running up a hill or mountain - below that, were links to different sporting needs, shoes, accessories etc ",5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,False
519,9,4,10s,124.0,Weathery,Weather forecasts and weather news,Monday?,"One large weather map showing current weather as the main feature on the page. Under that are tabs for the following days to see what the weather is going to be like. On the right, there are links to the latest weather news and a summary of the forecast in Prague for the coming days. ",4.0,4.0,6.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,False
520,9,5,10s,93.0,Mega Zoo,Pet food and accessories ,I don't remember,It had a lot going on - lots of different sections to click through too.,5.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,False
521,9,6,10s,117.0,Tech Live,Provides news on technology ,I don't remember,Lots of different stories on the latest news on technology developments. There was a live ticker on the side of latest news in the industry and a section on the other side showing the most read stories on the website. ,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,False
522,10,1,10s,170.0,Whistles,"Sustainable clothing for men, women and children.",Unsure/cannot recall.,"Made up of four images, three of which are related to each category with a man, woman and child visible.",5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,False
523,10,2,10s,174.0,I-Care,"Eyewear (Eyeglasses, sunglasses and contact lenses).",Unsure/cannot recall.,"Images at bottom of page which are category themed draw attention right away. Logo is quite plain at top of page. Overall, not particularly memorable.",5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,False
524,10,3,10s,169.0,Hill Sport,Outdoors and sports clothing and accessories,Unsure/cannot recall.,Main image is of a cheetah (?) and two individuals heading up a mountain. Well-organised list of categories on top bar and attractive image links along bottom for some categories too.,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,False
525,10,4,10s,176.0,Weathery,Provides weather forecasts and weather-related news,Thursday,"Made up of large image showing weather forecast which draws attention. Weather news articles visible in small box on right side. Some links at top of page, but cannot recall content; attention drawn to large forecast graphic.",5.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,False
526,10,5,10s,141.0,Mega Zoo,Pet/animal products,Unsure/cannot recall.,"Well-structured category links related to pet types along top and attractive images of individual products. Overall quite plain, but organised.",7.0,5.0,7.0,3.0,6.0,3.0,4.0,5.0,7.0,4.0,False
527,10,6,10s,149.0,Tech-Live,"Looks like some sort of news website, but not sure.",Unsure/cannot recall.,Very crowded with text and unattractive. Lots of news articles everywhere with no real structure that can be determined with any immediacy. ,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,False
528,11,1,10s,86.0,whistles ,sells sustainable clothing ,dog,it was a clothing website and it has pictures of different people with different ages and genders ,7.0,6.0,6.0,7.0,6.0,6.0,3.0,6.0,7.0,4.0,False
529,11,2,10s,100.0,i-care ,it provides contact lenses and different types of glasses,2,it had a few pictures of people wearing different types of glasses in different setting and they were trying to sell it to you ,6.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,False
530,11,3,10s,119.0,hillsport ,activewear ,2020,it was a clothing/outdoor website with a big leopard maybe on the front of the screen. in the background there were two people running/hiking up a hill. ,4.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,False
531,11,4,10s,84.0,wethery,it tells the weather ,Thursday ,it showed the weather and rainfall on a thursday in prague ,6.0,5.0,6.0,4.0,6.0,4.0,4.0,6.0,7.0,5.0,False
532,11,5,10s,122.0,megazoo,it provides toys and supplies for pets ,dog bones,it was a website selling different products for animals and pets. there were lots of different sections for different types of animals and sections for food and toys and other necessities ,5.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,False
533,11,6,10s,92.0,tech-live ,it provides new articles ,something to do with batteries ,i think it had a list of articles down the centre of the page ,3.0,1.0,4.0,4.0,5.0,2.0,1.0,3.0,6.0,1.0,False
534,12,1,10s,146.0,Whistles,"Sustainable fashion for men, women, children",Hedgehog,"The name was so small at the top - I only looked out for it because you ask for the title in the follow-up questions. Very simple design, clealry laid out into 3 departments (men, women, children), didn't understand how it was 'sustainable' as no info on that on main page. ",7.0,5.0,6.0,5.0,6.0,4.0,2.0,4.0,6.0,3.0,False
535,12,2,10s,146.0,i-care,"Eyewear - glasses, sunglasses, contact lenses",2,"Seasonal advertising for summer, large photo of a family on a beach, not sure if they were wearing sunglasses so not really sure what they were promoting (contact lenses?) Don't know why there was a section for astronomy in the different pages??",6.0,5.0,4.0,4.0,6.0,4.0,2.0,4.0,5.0,4.0,False
536,12,3,10s,140.0,Hillsport,Outdoor clothing and equipment,2020,"Big snow leopard as main photo (not sure why?), badly photoshopped onto two people running up a sunny mountain. Summer/fall offer, categories at bottom",3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,False
537,12,4,10s,129.0,Weathery,Provides info on weather for Prague,Thursday,Mix of news (weather articles on the right hand side) and info (Prague weather map). Blue and white design with simple graphics to visualise weather changes. ,5.0,5.0,6.0,4.0,5.0,4.0,3.0,4.0,6.0,4.0,False
538,12,5,10s,301.0,Mega zoo,Pet supplies,Can't remember!,There was a lot of info on the page and it was a bit overwhelming. I wasn't really sure what it was selling - if it was a zoo or pet shop or pet products supplier. ,1.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,1.0,2.0,False
539,12,6,10s,140.0,Tech-live,Tech products,Batteries,"It looked like a news site - most read articles on the right hand side, plain design (black lettering on white bakground, a few articles in dark green), pictures looked like click bait rather than actually related to the article e.g. woman gasping at phone",2.0,2.0,4.0,4.0,6.0,4.0,1.0,4.0,5.0,2.0,False
540,13,1,10s,96.0,whistles,sustainable clothing,hedgehog,"It was a simple design with pastel colours. There were sections for men, women and kids. ",6.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,False
541,13,2,10s,97.0,I-care,"glasses, sunglasses and eye examination",I dont remember,"The website was a bit confusing, it took me some time to realize what they say, mostly blue and white colors, not very well structured",2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,False
542,13,3,10s,117.0,hillsport,"shop with outdoor clothing, shoes and equipment",2022 ,"It was mainly white and black colours, the main picture was snow leopard and some people hiking behind it.",5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False
543,13,4,10s,123.0,weathery,"I dont know, I thought it is just weather forecast info",friday,"It was mostly blue, showing the weather forecasts for the Czech Republic and Prague. ",5.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,False
544,13,5,10s,99.0,Mega zoo,shop with stuff for pets,I dont remember,the website was relatively simple with a big picture in bright yellow and red colour showing some offer,5.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,False
545,13,6,10s,106.0,Tech-live,"I am not sure, probably provide information, articles about technology ",There were four picture but I dont remember what was them,"The website seemed quite full of text, it was difficult to catch something in such a short time",2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,False
546,14,1,10s,115.0,Whistles,sustainable clothes,hedgehog,"Links to men's, woman's and children's wear clothing ranges with confirmation that clothes at this website are sustainable (although not sure in what way?)",4.0,5.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,4.0,False
547,14,2,10s,102.0,I Care,sunglasses,2,"Homepage for a gunglasses company, main image was focusing on vacation sun glasses with smaller images below around sports sunglasses. Option at the top to arrange an eye test.",4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,False
548,14,3,10s,146.0,Hill Sport,sports clothing and equipment,2020,Home page for a sports equipment provider with images giving the impression they help for extreme sports such as mountain climbing. Menu with options of different products at the top with the main photo image linking to the latest Fall 2020 range.,6.0,5.0,6.0,5.0,7.0,5.0,4.0,5.0,6.0,4.0,False
549,14,4,10s,83.0,Weathry,weather forecasts,Tuesday,Weather page for Prague (I think) with the option to search for weather forecasts in other locations.,6.0,4.0,6.0,4.0,6.0,4.0,4.0,4.0,6.0,3.0,False
550,14,5,10s,85.0,Mega Zoo,pet food,don't know,"Website for pet food with options including cats, dogs and birds at the top. Offer to pick up or have delivery in large font.",3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,False
551,14,6,10s,107.0,Tech Live,news and blogs on tech products and services,coins,A very busy page with lots of texts and various stories/items to link to. Nothing particularly stood out as there was so much going on. Not sure where to focus first.,2.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,False
552,15,1,10s,195.0,Whistles,"Clothes for men, women and kids",I didnt notice,"It was a very simple store-like website with a logo on the top left a navigation bar with a search box next to it and a basket icon.
The background was white and the main page had a main banner-like photo below that the page was split into three columns requiring men's women's and kids' clothing links.",6.0,5.0,6.0,5.0,6.0,4.0,4.0,5.0,6.0,4.0,False
553,15,2,10s,207.0,I care,Eye glasses and contact lenses,I think there were two,"It was a very simple page with a white background and a navigation bar on the top.
The main page had a banner-like photo and below that, there was a 3-column split featuring sports glasses sunglases, and contact lenses links.",6.0,5.0,6.0,5.0,6.0,4.0,4.0,4.0,6.0,4.0,False
554,15,3,10s,191.0,Hill Sport,Outdors clothing and equipment,Didnt notice,"It was a simple white background page with a logo, some tabs and pictures, and also a banner-looking main image.
The main page was a grid-style layout with four columns featuring sections of items the company is operating.",5.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,False
555,15,4,10s,192.0,Weathery,Information about the wheather,All days,"It was a simple page with a white background.
It has a search bar and some plugins showing the day and the weather in the top right corner.
There was a navigation bar on the top and the main page had a weather map.
On the right-hand side, there was a widget area that had information and a day-to-day weather forecast.",6.0,4.0,6.0,4.0,6.0,2.0,4.0,5.0,6.0,5.0,False
556,15,5,10s,257.0,Mega Zoo,Pet food and items,Faces of pets,"The page looked like a toy store page with many colors like red and yellow.
There was a search bar on the top with a call us number next to it. 
There was a navigation bar on top and some section cubes below.
All in all, it didn't seem well sorted just a simple grid style page",5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,False
557,15,6,10s,221.0,Tech Live,Information about the tech industry,A big bulding looking like a complex of some sort maybe a production facility or a lab,"It was a simple blog-style webpage with some photos and some links to articles.
It had a white background and on the top, there was a black bard with some links that were not very clear.",4.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,False
558,16,1,10s,161.0,Whistles,Sustainable fashion wear ,I can't remember...a bear?,"Models (a man with tattoos, a woman, a boy and a girl) wearing stripy tops ",6.0,6.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,False
559,16,2,10s,234.0,I-care,Eyewear (sport/sun glassses and contact lenses,2,"A woman running with sports sunglasses 
A happy family on a beach, wearing sunglasses
A woman putting contact lens on 
At first, it felt like a holiday/travel agency website",5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,False
560,16,3,10s,202.0,Hill sport,Outdoor sports wear,A big cat (Wildcat?),"People hiking/running up a hill
Sections with the products to buy (shoes, clothes..)
The big cat",5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,False
561,16,4,10s,143.0,Weathery,Weather forecast info,I can't remember,"A map with weather icons...couldn't figure out which country/town it was..
Some info on the right hand side about icebergs",5.0,5.0,7.0,5.0,6.0,4.0,5.0,6.0,6.0,4.0,False
562,16,5,10s,188.0,Mega zoo,Animal food and care product,Bones (for dogs) ,It was not clear at first what it is that the company sold...whether it was just care product/accessories or actual pets too...the pets icons at the top were a bit misleading (without being able to click on them!),3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,False
563,16,6,10s,200.0,Tech live,News about technology,Tech factory. White background,"A picture of a woman in shock holding her glasses about her head.
Felt like a news website.
",4.0,4.0,6.0,4.0,4.0,4.0,6.0,5.0,6.0,6.0,False
564,17,1,10s,95.0,whistles,clothing for men women and kids,hedgehog,"There were 3 main categories, men women and children. above that was a girl wearing a hedgehog t shirt that was the main option. at the top there were different options showing a basket and a login page. there was also an audio button but i dont know what that would do. ",7.0,7.0,6.0,6.0,5.0,6.0,6.0,7.0,7.0,6.0,False
565,17,2,10s,100.0,I Care,it provides eyewear including glasses sunglasses and contact lenses,3,"it was a homepage with 3 main options glasses, sunglasses and contacts. there was a picture of a family at the beach. at the top of the website it showed you the nearest store which was in prague. ",7.0,6.0,7.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,False
566,17,3,10s,91.0,hillsport,sporting clothes and outdoor things,Dont know,there was a main page with a large picture of a snow leapard and some people on the mountain. the top of the page had a bar with different categories. below the picture were promoted sales options,5.0,4.0,5.0,3.0,6.0,5.0,4.0,5.0,6.0,5.0,False
567,17,4,10s,90.0,weathery,weather forecasting and news,tuesday, the main thing on the page was a large map of the area showing the forecast and rain there was. on the right side were some links to news articles. at the top there was a banner offering different options,3.0,6.0,6.0,5.0,3.0,4.0,5.0,4.0,3.0,5.0,False
568,17,5,10s,202.0,mega zoo,it was selling pet care products for all kinds of pets like cats dog reptiles and fish,A logo of a cat,There were many categories of items. at the top you could choose what pet you had to show the relevant products. there was a featured area that showed things like pickup and delivery. there was cute pictures of animals on the headers,3.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,False
569,17,6,10s,96.0,tech live,it is a news website with tech articles and other categories,some generator or battery ,there was a main featured article in the middle. more articles on a list on the right hand side. the top had 2 different bars one for navigating between different websites and one for navigating between categories of tech live,3.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,5.0,False
570,18,1,10s,63.0,Whistles,Clothing,Zebra?,A selection of sections navigating the user to clothing dependant on gender/ age.,7.0,6.0,7.0,5.0,7.0,4.0,4.0,5.0,7.0,5.0,False
571,18,2,10s,88.0,I-Care,Glasses,2,Website selling a range of glasses for all genders. Blue theme.,6.0,5.0,6.0,5.0,7.0,4.0,3.0,5.0,7.0,3.0,False
572,18,3,10s,72.0,hill-sport,Outdoorsy Equipment,Unsure,Large white cheetah imagery on the front page.,6.0,6.0,6.0,5.0,6.0,5.0,4.0,5.0,7.0,5.0,False
573,18,4,10s,66.0,Weathery,Weather Forecasts,Thursday,A large range of weather forecasts for Prague,7.0,6.0,7.0,6.0,7.0,4.0,5.0,6.0,7.0,6.0,False
574,18,5,10s,82.0,Megazoo,Animal Food and Products,Dog treats such as bones etc?,A large banner regarding click and collect in 60 minutes. A range of animal toys at the bottom of the page.,5.0,6.0,7.0,6.0,7.0,4.0,5.0,6.0,7.0,6.0,False
575,18,6,10s,78.0,Techlive,News Articles,A factory/ building?,A large selection of news articles.,7.0,2.0,4.0,2.0,5.0,3.0,2.0,4.0,2.0,2.0,False
576,19,1,10s,132.0,Whistles,Clothing that is sustainable ,Hedgehog,"A man, A woman and a child wearing night clothes featuring a hedgehog. The clothing was lemon with stripes.",5.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,4.0,False
577,19,2,10s,85.0,Can’t remember ,Glasses,2,Sunny beach scene. Glasses and sunglasses for sale. ,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,False
578,19,3,10s,113.0,Hill Sport,Outdoor sports clothing,Don’t know,A leopard. People hiking. Outdoor wear for sale. Categories of products.,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,False
579,19,4,10s,87.0,Can’t remember,Weather report,Friday,Different weather maps. Report of ice. ,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,False
580,19,5,10s,94.0,Mega zoo,Pet supplies,Parrot,Various items available for pets. A child holding a box. A parrot.,2.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,4.0,False
581,19,6,10s,72.0,Tech live,Tech news,A lorry,News page for tech related issues. ,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,False
582,21,1,10s,124.0,Whistles,Sustainable clothing,Not sure,Simplified layout; navigation banner at the top of the homepage to areas of the website and navigational content categories displayed at the bottom of the homepage.,6.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,False
583,21,2,10s,119.0,i care,Services for vaccinations and products such as sunglasses,2,"The webpage had a simple layout with four headings for vaccinations, sunglasses and two other products or services.",6.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,6.0,2.0,False
584,21,3,10s,227.0,hill sport,Sportwear and equipment,2022,An image of a mountain leopard was clearly displayed on the homepage of the hill sport website.  Business information was displayed horizontally in a bar at the top of the webpage.  Below that was a horizontal navigational bar for areas of the website.  The marketing communication containing an image of the mountain leopard was for a specific product range that was being promoted.,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False
585,21,4,10s,117.0,Weathery,A service; weather reports regionally and locally.,Monday,A regional weather report with information about temperature.  There was a banned on the right hand side of the webpage containing some information.,5.0,5.0,5.0,5.0,6.0,4.0,4.0,5.0,5.0,5.0,False
586,21,5,10s,147.0,Mega Zoo,Sells animals for pet ownership,I think it was the characters of the brand name Mega Zoo,"Information about the categories of animals available for pet ownership such as cats, dogs and aquaculture.",5.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,False
587,21,6,10s,224.0,Tech live,Service; information and articles about the latest happenings in the technology sector,Small content blocks with individual articles on the topic of technology,A lot of articles with technology content.  The clustered layout of the webpages structure made it seem a bit complicated.,3.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,False
588,22,1,10s,66.0,Whistles,Clothing company,Dog i think,"Categories of clothing they sell - kids & adults collection, very plain simple colours, not too much going on",5.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,4.0,False
589,22,2,10s,59.0,I-CARE,Eyewar - sunglasses etc,2,"Categories of eyewear this company offer, picture of family on vacation, offering their summer range",5.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,True
590,22,3,10s,346.0,Hillsport,"I think it sell sports/hiking/walking/camping equipment, i'm not 100% sure though it wan't very clear",I can't recall this detail,"Just a few picture, there was a big cat, some mountains and shop categories, not much else on that page",5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,False
591,22,4,10s,89.0,Weathery,Weather forecast website,Thursday,"The page that was shown was describing the weather for Prague on thursday, there was a search bar to look for different locations as well if i remember right",6.0,5.0,6.0,4.0,5.0,4.0,3.0,6.0,4.0,3.0,False
592,22,5,10s,104.0,MegaZoo,"I think this is a pet store, im sure they sell food, and toys for pets etc",I cant recall,"I could see different prodcuts that the shop was selling, also different animals categories, available service like collection, and also a symbol of a shopping basket for shopping online",5.0,5.0,5.0,4.0,5.0,4.0,5.0,6.0,4.0,5.0,False
593,22,6,10s,111.0,Tech Live,"I'm not sure, i think its just news website ?","I dont think there was one, i remember a picture of woman that looked surprised and some business related articles","Lots of articles, i can recall article about cancer patients, and not much else, it looked very cluttered and was hard to focus on details with so much text in one place",3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,False
594,23,1,10s,136.0,Whistles,Clothes,Hedgehog,"Clothing website, mainly pastel colours used. Sold clothes for men, women and kids. Basic.",7.0,4.0,6.0,3.0,6.0,2.0,2.0,3.0,7.0,2.0,False
595,23,2,10s,144.0,I-care,"Sport glasses, eye ware and contacts",2,Website selling a range of eyecare solutions. Typical horizontal menu with options followed by tiles for the 3 main categories. Quite neutral colours - please tell to the eye.,5.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,5.0,False
596,23,3,10s,140.0,Hill sport,Sports ware - focus on running,A leopard and two people running up a hill,"Sports website info tabs at the top and then options for catagories in tiles. Sport shoes, backpacks.",6.0,5.0,5.0,4.0,6.0,3.0,3.0,4.0,6.0,4.0,False
597,23,4,10s,94.0,Weathery,Weather forecast,Thursday,Fairly standard weather forecasting website. Lots of blue colours. Option to view where its raining. ,3.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,False
598,23,5,10s,143.0,Mega Zoo,Pet shop selling animal products,Bones and the company logo,Website selling pet products. Had horizontal menu to select products by pet. Below was special offer products I think. Basic.,5.0,4.0,5.0,3.0,6.0,3.0,2.0,4.0,6.0,3.0,False
599,23,6,10s,100.0,Tech Live,News website,Don’t know what it was - a big white building,Very wordy - lots of options. Menus and most read articles,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,False
600,24,1,10s,173.0,Whistle,Sustainable clothing,Tiger,"Most of the page promoting the fact that they're sustainable, at the bottom there are three clear sections for men's women's and children's ranges with pictures, at the top there's a menu and at the very top they advertise free shipping, pastel colour theme",6.0,6.0,6.0,5.0,4.0,6.0,5.0,6.0,6.0,4.0,False
601,24,2,10s,226.0,I-care,"Sports glasses, sunglasses and contact lenses",3?,"Home page of the site, it had pictures of people wearing the glasses they sell including sportsmen and families, three different sections for sports glasses sunglasses and contact lenses, could go find out more about the company at the top menu, the theme was white and blue ",5.0,4.0,6.0,5.0,5.0,5.0,4.0,5.0,6.0,4.0,False
602,24,3,10s,329.0,Don't recall,Don't recall,I don't recall,There was a big cheetah/leopard photo in black and white and it was quite a minimalistic page,6.0,6.0,5.0,6.0,3.0,6.0,5.0,5.0,5.0,5.0,False
603,24,4,10s,110.0,Weathery,Weather forecast,Don't recall,"Big map in the middle showing weather forecast for Prague, more advanced options at the top and a few articles on the right hand side",4.0,4.0,5.0,4.0,6.0,4.0,4.0,5.0,5.0,3.0,False
604,24,5,10s,133.0,I don't recall,Animal food and supplies,Don't recall,"There was a lot going on, at the bottom they had some suggested products to buy, they also promise a 60-minute pickup time, and they had photos of animals and a yellowish theme",2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,False
